token,count
失眠,18589
启动,18588
小孩,18588
侵略,18583
数学,18576
党委,18575
所说,18570
大力,18569
或是,18565
活性,18533
相结合,18529
陈,18529
斤,18524
批判,18470
信心,18463
做法,18463
监测,18456
含,18436
任,18424
规则,18401
小时候,18397
伤害,18394
今日,18391
引进,18386
街,18365
积极性,18361
韩国,18297
偶尔,18283
进程,18271
活力,18254
住宅,18247
感,18227
手中,18173
日益,18173
方针,18171
快点,18142
生存,18141
进口,18139
几,18134
江苏,18128
摸,18122
缺,18108
资产,18097
帽子,18079
北京市,18076
测试,18067
营养,18048
大队,18041
河南,18039
维持,18039
参观,18035
推出,18030
交,18029
全身,18009
爸,18008
露出,18007
轻,18005
国王,17998
前提,17995
墙,17987
制作,17983
围绕,17982
珍惜,17982
暂时,17973
科,17968
克服,17957
诗人,17953
温柔,17941
小组,17940
之下,17932
途径,17913
完美,17906
查,17887
半个,17868
到达,17864
尽快,17860
恋爱,17860
脑,17859
眼光,17856
刷,17853
早晨,17853
根,17849
升级,17847
文献,17831
采访,17821
威胁,17810
情,17786
团,17785
鸟,17779
切实,17762
纸,17762
能源,17754
底,17750
以便,17746
建,17741
学科,17735
现,17732
动态,17729
坑,17729
前后,17717
申请,17713
服,17708
仅仅,17700
不肯,17699
记忆,17697
指示,17689
脖子,17684
定位,17682
吖,17679
响,17675
移动,17674
表演,17669
带动,17663
配,17634
种种,17629
月份,17622
没见,17612
初步,17610
俄罗斯,17599
宽,17595
厚,17582
高级,17580
演员,17577
纷纷,17575
到时候,17566
弟弟,17552
坐下,17551
床,17547
毛泽东,17544
亲自,17525
减轻,17508
一时,17503
骑,17478
安装,17474
商业,17472
知,17472
好听,17465
更为,17460
人数,17453
总之,17453
进展,17448
推,17429
具备,17426
眼泪,17416
购买,17409
中华人民共和国,17402
不算,17401
某种,17401
首都,17400
科研,17394
开学,17388
鼻子,17368
球,17364
工作者,17363
故意,17361
火车,17348
背景,17348
扔,17332
中学,17330
藏,17330
融合,17326
楼,17316
苹果,17295
武器,17292
补充,17292
公布,17290
穷,17273
足够,17267
毛病,17265
一群,17230
取消,17229
本质,17227
修改,17224
页,17222
天空,17220
没想到,17219
日常,17208
铁,17201
片,17197
财政,17181
练,17175
骨折,17160
自信,17148
渐渐,17147
热烈,17138
评估,17112
落后,17104
旅行,17099
法规,17099
植物,17091
必,17089
公社,17087
敬业,17081
向前,17063
泰国,17062
浪,17045
即将,17035
循环,17035
不停,17028
担任,17018
证实,17005
摄,16992
考核,16989
去过,16988
以外,16987
监管,16977
皆,16976
效应,16945
犯罪,16942
环保,16935
街道,16930
呵,16922
家长,16904
凭,16890
自从,16884
裤子,16875
组合,16874
手指,16860
一颗,16859
常规,16858
据说,16852
日前,16846
海,16845
空调,16839
充分发挥,16838
刀,16806
油,16781
算是,16780
机器,16774
修,16771
肥,16764
意大利,16763
亮,16757
节奏,16750
命,16741
人士,16726
冒,16718
身材,16717
对话,16709
美帝国主义,16709
余,16702
性格,16686
经济效益,16659
搬,16649
理,16645
执法,16644
大约,16636
只见,16635
群,16623
玉米,16614
自主,16614
段,16582
切,16566
背后,16561
香,16561
免费,16556
立法,16554
开车,16529
广场,16525
尚未,16522
屋里,16491
坚强,16483
压,16469
送给,16450
命令,16449
运动员,16435
放下,16412
基础设施,16405
提示,16397
绿,16395
乖,16370
好处,16338
饲料,16334
只不过,16309
偷,16306
锅,16300
形态,16272
病理,16271
逻辑,16262
培育,16260
收费,16248
健全,16247
展示,16246
老子,16240
为何,16215
彼此,16205
剑,16201
蛋白,16195
环节,16186
疯狂,16162
下班,16159
奋斗,16153
适用,16142
烧,16141
肺,16139
欣赏,16134
装置,16130
公共,16128
学术,16125
部署,16105
客户,16094
算了,16092
供,16087
最佳,16085
一顿,16082
军,16082
心灵,16077
加速,16076
细,16041
病变,16037
万吨,16015
多数,16009
个体,16008
唱歌,15999
块,15978
总体,15977
疼痛,15970
话题,15952
基金,15951
流量,15951
随后,15943
制,15916
善良,15910
下雪,15907
忍不住,15907
传,15902
用来,15891
旁,15884
化疗,15880
优质,15875
烟,15872
毛泽东思想,15867
这一,15864
遇见,15864
一股,15853
看不到,15847
住房,15838
上学,15834
说出,15824
高中,15820
男子,15808
退,15808
提到,15807
地面,15793
眼神,15793
针,15791
同一,15776
瞎,15770
技能,15762
对待,15757
角色,15755
云南,15739
群体,15739
成分,15727
人人,15726
走上,15708
年底,15705
五个,15701
基于,15655
情形,15649
问问,15649
两位,15643
阳性,15643
平等,15634
全都,15633
装备,15632
周年,15631
寂寞,15621
最美,15619
谈到,15617
食物,15614
搭,15575
整理,15570
阶级,15570
原理,15550
聊,15547
对照,15536
深深,15529
一大,15524
柬埔寨,15510
房,15507
煮,15507
身份,15504
地下,15499
碰到,15496
国内外,15492
蓝,15490
不幸,15483
恐怕,15480
公平,15470
一本,15468
事实上,15467
输出,15460
摆,15457
亲切,15451
推行,15442
地球,15437
三天,15431
聊天,15429
有限,15426
本书,15419
送到,15419
中方,15418
中华民族,15385
发病,15378
一一,15374
说法,15372
难得,15358
地震,15356
渠道,15349
此刻,15347
谢,15346
膜,15342
不易,15341
严肃,15338
疫情,15336
季节,15327
岗位,15325
九,15319
流行,15317
留在,15314
层次,15306
拿出,15303
脱,15299
南,15298
气氛,15293
义务,15292
穿过,15290
会上,15289
般的,15287
积累,15274
独特,15271
灯,15255
秒,15255
一周,15254
支撑,15238
原谅,15237
看不见,15232
同事,15228
盯,15226
事儿,15221
一层,15217
高考,15214
设,15195
一下子,15188
奶奶,15178
证据,15177
走过,15176
挑,15175
厕所,15138
意味着,15137
女孩子,15136
孤独,15131
深度,15127
院子,15123
予以,15121
谈判,15120
轻轻,15106
口气,15102
落,15101
毫无,15099
流动,15096
市民,15093
说不定,15083
田,15078
原料,15077
实验室,15071
裙子,15058
不准,15057
熬夜,15057
心态,15054
弱,15049
输,15042
恐怖,15036
关节,15029
村里,15013
嘴里,14999
描述,14994
高质量,14993
曲线,14983
十,14980
血液,14967
相反,14961
车辆,14960
国民经济,14952
应对,14950
胡,14945
亿美元,14935
酶,14931
由此,14923
没关系,14915
一番,14907
编辑,14877
局,14870
觉,14867
交易,14865
收拾,14865
这项,14858
半天,14845
障碍,14830
财产,14827
释放,14808
湖南,14804
近日,14802
有趣,14798
在内,14795
指挥,14795
搞好,14795
林,14795
好久没,14776
沉默,14769
预测,14763
激烈,14762
紧紧,14762
急性,14761
发动,14760
基本上,14746
厦门,14745
右,14740
寄,14739
支,14735
较为,14725
没法,14724
青少年,14721
癌,14720
斯,14718
石头,14703
碗,14701
邓小平,14701
两只,14699
失望,14692
石油,14691
遭到,14691
其余,14669
所在,14665
差距,14657
尝试,14651
从前,14649
配套,14622
隔,14619
立,14614
一副,14611
街上,14606
公众,14597
论坛,14589
早上好,14582
半年,14579
资格,14572
小麦,14568
无限,14568
低于,14555
古代,14554
纪念,14552
对外,14551
家伙,14543
勇气,14531
费,14522
吴,14512
浙江省,14512
少数,14507
好人,14497
地址,14496
轻松,14490
内涵,14489
偏,14483
创业,14482
大事,14468
作风,14465
救,14443
舞台,14425
一段时间,14416
党组织,14412
挤,14408
呜呜,14379
从此,14376
节约,14366
貌似,14360
全县,14349
高效,14347
娃,14346
厨房,14342
暑假,14342
演,14331
化学,14302
家人,14298
份,14295
品质,14291
鞋,14286
合并,14275
办理,14272
这方面,14269
审批,14261
莫,14245
假期,14243
枪,14238
拖,14235
繁荣,14230
椅子,14229
医学,14228
公民,14222
兼,14221
员工,14215
沟通,14214
摔,14213
声明,14205
通,14201
出台,14198
色彩,14194
立场,14190
房屋,14186
亿,14176
对面,14166
零,14159
做梦,14156
糖,14156
沿着,14140
发型,14135
捏,14135
无疑,14133
他人,14130
室,14129
骄傲,14127
中华,14125
带领,14124
嘞,14121
福,14121
连接,14085
几点,14073
出血,14071
分类,14071
游客,14067
校长,14058
蔬菜,14058
合作社,14045
叔叔,14035
减,14015
获,14009
覆盖,14007
利润,13997
脑子,13994
法院,13991
主持,13981
慢,13971
加班,13965
临时,13956
咖啡,13955
领,13953
广西,13952
车间,13948
土豪,13945
等于,13945
快递,13944
明,13943
中共,13942
五年,13941
有机,13930
起到,13930
消灭,13922
选举,13922
汤,13917
学姐,13904
正如,13902
勇敢,13896
收集,13894
增大,13893
醉,13891
公园,13889
好久不见,13882
决议,13861
信任,13860
密切,13850
博士,13844
打破,13838
塞,13837
假如,13823
欺负,13816
主,13811
暴露,13803
师,13799
治,13794
一篇,13778
解,13771
一双,13769
纠结,13765
调,13755
扎,13748
乡镇,13741
记住,13736
心想,13733
男女,13733
当代,13732
侧,13717
心脏,13716
当作,13691
秩序,13690
智能,13689
金属,13676
血清,13671
可靠,13667
惹,13665
胖子,13657
频率,13647
研制,13636
贼,13635
对比,13622
能否,13620
说完,13608
庆祝,13603
剂量,13592
足,13592
排,13580
一头,13577
人工,13577
会员,13573
开玩笑,13572
大多,13567
混凝土,13567
制约,13565
说好,13564
土壤,13556
场,13554
意外,13547
长江,13542
此次,13512
企图,13510
蛋糕,13499
保留,13489
开口,13487
延长,13480
当初,13475
主意,13468
这场,13466
保存,13461
胳膊,13461
机遇,13457
大规模,13451
举,13447
受不了,13446
混合,13444
一身,13437
法治,13422
之所以,13418
动脉,13418
增产,13407
通道,13406
宪法,13402
互联网,13398
回国,13393
劳动力,13391
不禁,13381
升高,13381
好奇,13371
详细,13362
迎接,13358
长沙,13356
一对,13347
教材,13342
眼里,13341
小区,13340
第二次,13339
武装,13337
娶,13328
遗憾,13328
大师,13327
以往,13322
江泽民,13315
夹,13313
即可,13312
抓好,13307
肌肉,13306
棉花,13304
翻译,13300
经济社会,13299
代替,13297
鉴定,13297
将军,13289
合格,13278
师傅,13276
牺牲,13262
人均,13258
爷爷,13258
一辆,13254
软,13252
春节,13251
事故,13237
得以,13237
很棒,13236
课题,13227
激发,13226
风景,13225
毕业生,13213
思路,13207
酒店,13206
不该,13204
一点点,13199
混,13199
足球,13195
不成,13191
众多,13182
危机,13175
须,13168
核,13165
就行了,13156
大门,13155
缓解,13154
发育,13150
输入,13150
激励,13148
沈阳,13144
娜,13134
累计,13112
面包,13106
咱俩,13096
患,13095
平,13091
健身,13090
打造,13089
公正,13085
图片,13084
嘴唇,13072
之类,13062
吨,13049
胸,13049
眉毛,13046
通信,13045
冲突,13043
附属,13039
赶,13033
受伤,13027
这时候,13018
大胆,13007
中药,12998
收获,12996
当天,12995
大使,12989
户,12988
民间,12987
呃,12972
著作,12972
恩恩,12965
小伙子,12962
过分,12955
奥,12954
新鲜,12945
用药,12924
模糊,12916
到来,12915
得出,12913
草,12910
联盟,12902
较好,12902
看书,12900
羊,12898
要素,12894
冲击,12885
桥,12875
单独,12867
上下,12865
肿,12865
差点,12860
禁止,12857
扶贫,12854
试点,12853
相似,12848
点头,12844
理性,12840
木有,12839
条例,12835
后天,12834
缺少,12834
权,12831
没用,12815
交往,12814
优点,12810
攻击,12809
犯,12805
支援,12800
物理,12799
低调,12797
可不,12790
食堂,12789
科学家,12783
姓,12782
转向,12777
碰,12772
默默,12770
绝望,12766
清晰,12761
平安,12755
众人,12754
当中,12754
生动,12748
海洋,12744
知识分子,12743
应有,12741
工,12733
司法,12729
甚,12729
无论是,12727
河北,12724
批,12722
会谈,12720
官员,12715
倾向,12708
如同,12708
蹭,12707
清理,12701
传来,12695
战胜,12688
修复,12681
交换,12674
困,12674
肾,12674
别说,12668
路过,12667
履行,12665
合成,12662
身,12653
湖北,12649
劝,12643
好象,12624
职能,12624
一堆,12623
院长,12623
青岛,12620
要说,12616
安静,12613
稳,12607
前往,12604
躲,12600
偷偷,12591
负担,12590
尿,12588
摆脱,12588
刘海,12587
讯,12585
纠正,12577
甚么,12572
号召,12568
蛋,12566
月亮,12564
地点,12557
同情,12555
不来,12548
招,12542
撩,12539
选用,12538
好友,12529
最新,12526
河,12524
来源,12523
颇,12515
真理,12511
步伐,12509
动手,12497
纯,12496
个性,12489
选手,12489
喵,12488
转身,12474
喽,12469
搜,12463
帮忙,12461
出于,12450
纳入,12444
男神,12438
合,12437
惊喜,12432
个别,12431
每日,12431
英,12430
签订,12417
蓝色,12406
圆,12403
味,12401
愤怒,12401
噗,12396
有助于,12396
现状,12394
危害,12391
城乡,12387
要么,12386
起身,12374
格局,12368
常见,12366
违反,12366
共享,12362
截至,12343
从来不,12336
国有企业,12325
赢得,12324
男孩,12320
山区,12319
老挝,12315
钻,12292
棒棒,12291
牙,12288
高速,12287
砸,12278
月底,12277
罢了,12277
保险,12261
经费,12261
居住,12257
病毒,12255
这部,12254
答案,12246
吻,12243
队员,12241
职责,12235
晕,12233
散,12229
团长,12226
老百姓,12224
电视剧,12222
包装,12217
统治,12217
不信,12216
付出,12195
平静,12194
鸡蛋,12186
夜,12181
致,12180
身后,12177
半夜,12176
支付,12174
水果,12173
念,12154
时光,12150
男性,12145
节,12139
洗澡,12128
早餐,12123
手上,12122
振动,12121
一个个,12118
供给,12118
后者,12117
远远,12116
不安,12114
意志,12113
文,12109
欢乐,12106
嘤,12099
赶快,12094
窗口,12093
挖,12092
室内,12086
缺点,12083
错过,12082
写作,12077
共有,12050
纤维,12044
增多,12040
尚,12031
以色列,12027
依旧,12023
万亩,12013
媳妇,12003
光荣,12000
包含,12000
预计,11996
任何人,11993
啥子,11990
审美,11982
发言,11977
决不,11976
游泳,11967
前来,11966
座谈会,11965
初中,11963
大陆,11955
牌,11954
总会,11943
放松,11941
赵,11939
带上,11938
进攻,11938
东京,11935
审查,11931
归,11931
善于,11917
清醒,11910
大叔,11909
敲,11903
差别,11899
魅力,11894
办事,11889
撞,11884
伦敦,11882
登记,11881
乃,11878
律师,11875
欠,11867
同乐,11865
定义,11860
牌子,11849
恐惧,11847
确立,11839
烦,11834
指数,11831
示范,11831
移民,11830
头脑,11824
分开,11822
嫌弃,11821
酸,11820
教堂,11809
会计,11806
五月,11804
明星,11804
埃及,11801
均匀,11799
配置,11790
寝室,11784
紧,11784
脾气,11784
自行车,11780
东,11778
眼镜,11771
编,11762
变形,11759
密度,11756
活跃,11756
泡,11752
马车,11752
人民政府,11746
山西,11741
汉子,11733
极其,11726
继承,11725
不止,11723
转换,11723
工会,11714
对了,11711
想念,11708
中医,11707
国民党,11704
肩膀,11700
形状,11683
福建,11683
宇宙,11682
约束,11679
发展中国家,11678
普及,11673
气候,11670
经典,11657
两国人民,11647
官,11644
评论,11640
勒,11632
不许,11627
看上去,11621
大于,11611
原有,11605
窗户,11605
城镇,11603
转型,11603
发达国家,11601
反动,11595
沉重,11594
凉,11590
到位,11581
年前,11578
不论,11577
生态环境,11576
十八,11574
某个,11572
这家,11564
跪,11560
体内,11558
发达,11551
顺便,11548
集,11540
哎哟,11538
一级,11536
经理,11534
幸运,11532
好事,11521
广,11508
物资,11502
耕地,11502
擦,11497
老年人,11496
出生,11494
采购,11494
踩,11487
北,11483
慢性,11475
娘,11472
做饭,11468
随意,11462
同比,11461
智商,11460
干扰,11456
难题,11445
气质,11444
总量,11439
传递,11435
发行,11434
定期,11432
两者,11430
办学,11428
脸色,11428
宝,11421
党支部,11417
夜里,11417
年来,11414
农产品,11387
准,11387
圈,11386
第四,11386
桌上,11385
安徽,11381
万一,11373
装饰,11369
热爱,11368
国有,11366
奔,11363
刚好,11359
一类,11358
火锅,11358
七月,11354
忽视,11350
市长,11349
冠军,11346
竞争力,11341
凡,11340
这点,11336
投,11334
亚,11328
灯光,11326
三月,11322
鞋子,11321
扩张,11319
轴承,11315
海外,11311
一杯,11310
极为,11306
龙,11301
精彩,11297
一口气,11289
最初,11288
走路,11288
着急,11280
县委,11277
佩服,11269
奥运会,11265
注射,11263
模样,11262
确认,11261
从小,11259
艺术家,11255
东方,11252
亩,11249
贫困,11247
房地产,11245
有利,11244
尺寸,11225
促使,11222
秘书长,11222
接待,11216
模拟,11214
回回,11213
带有,11201
抽,11197
整,11197
收购,11187
四周,11184
